date,sold_or_return,product_id,product,unit_price,no_of_units,sales_price,category
4/6/2023,Return,4441,Return-  SALMON SANDWICH,-200,1,-200,SHORT EATS
4/18/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
4/18/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
4/18/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
4/21/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
5/16/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
5/16/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
5/16/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
5/26/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
5/26/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
6/2/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
6/14/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
6/14/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
6/23/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
6/24/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
6/24/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
6/26/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
6/26/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
7/11/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
7/20/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
7/20/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
7/21/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
7/30/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
7/30/2023,Return,4105,Return-  STRAWBERRY MILK SHAKE,-200,1,-200,BEVERAGE
7/31/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
8/10/2023,Return,4105,Return-  STRAWBERRY MILK SHAKE,-200,1,-200,BEVERAGE
8/18/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
8/20/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
9/6/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
9/9/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
9/9/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
9/12/2023,Return,6204,Return-  OMLET BUN,-200,1,-200,SHORT EATS
9/18/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
9/21/2023,Return,5201,Return-  VANILLA MILK SHAKE,-200,1,-200,BEVERAGE
9/22/2023,Return,3322,Return-  DELIVERY (Ground),-100,2,-200,DELIVERY
10/3/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
10/6/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
10/12/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
10/14/2023,Return,5201,Return-  VANILLA MILK SHAKE,-200,1,-200,BEVERAGE
10/16/2023,Return,5201,Return-  VANILLA MILK SHAKE,-200,1,-200,BEVERAGE
10/20/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
11/22/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
12/6/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
12/11/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
12/22/2023,Return,5201,Return-  VANILLA MILK SHAKE,-200,1,-200,BEVERAGE
1/31/2023,Return,5201,Return-  MILK SHAKE,-180,1,-180,BEVERAGE
3/3/2023,Return,5201,Return-  Vanila MILK SHAKE,-180,1,-180,BEVERAGE
3/8/2023,Return,5201,Return-  Vanila MILK SHAKE,-180,1,-180,BEVERAGE
3/20/2023,Return,5201,Return-  Vanila MILK SHAKE,-180,1,-180,BEVERAGE
5/12/2023,Return,5201,Return-  VANILLA MILK SHAKE,-180,1,-180,BEVERAGE
6/4/2023,Return,5201,Return-  VANILLA MILK SHAKE,-180,1,-180,BEVERAGE
6/23/2023,Return,5201,Return-  VANILLA MILK SHAKE,-180,1,-180,BEVERAGE
6/23/2023,Return,5201,Return-  VANILLA MILK SHAKE,-180,1,-180,BEVERAGE
7/27/2023,Return,5201,Return-  VANILLA MILK SHAKE,-180,1,-180,BEVERAGE
7/31/2023,Return,5331,Return-  Ice cream chocolate,-180,1,-180,DESSERT
8/7/2023,Return,5201,Return-  VANILLA MILK SHAKE,-180,1,-180,BEVERAGE
8/21/2023,Return,5331,Return-  Ice cream chocolate,-180,1,-180,DESSERT
9/3/2023,Return,5331,Return-  Ice cream chocolate,-180,1,-180,DESSERT
9/29/2023,Return,5331,Return-  Ice cream chocolate,-180,1,-180,DESSERT
10/14/2023,Return,4411,Return-  SCAN WATER BOTTLE 500 ML,-90,2,-180,BEVERAGE
12/8/2023,Return,5331,Return-  Ice cream chocolate,-180,1,-180,DESSERT
5/9/2023,Return,4528,Return-  WATALAPPAN,-160,1,-160,DESSERT
10/6/2023,Return,4107,Return-  HOT COFFEE,-80,2,-160,BEVERAGE
2/2/2023,Return,6604,Return-  COFFEE CAKE,-150,1,-150,DESSERT
2/3/2023,Return,6604,Return-  COFFEE CAKE,-150,1,-150,DESSERT
2/13/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
2/13/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
2/15/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
2/22/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
2/23/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
2/24/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
2/25/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,3,-150,BEVERAGE
2/27/2023,Return,4107,Return-  HOT COFFEE,-75,2,-150,BEVERAGE
3/14/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
3/20/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
3/20/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
3/20/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
3/22/2023,Return,6604,Return-  COFFEE CAKE,-150,1,-150,DESSERT
3/29/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
3/30/2023,Return,4106,Return-  MILK TEA,-150,1,-150,BEVERAGE
4/27/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
5/3/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
5/3/2023,Return,4106,Return-  MILK TEA,-150,1,-150,BEVERAGE
5/10/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
5/16/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
5/16/2023,Return,4106,Return-  MILK TEA,-150,1,-150,BEVERAGE
5/19/2023,Return,4108,Return-  HOT MILK COFFEE,-150,1,-150,BEVERAGE
5/20/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
5/25/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
6/14/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
6/14/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
6/15/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
6/16/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
6/18/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
6/20/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
6/20/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
6/22/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
6/23/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
6/23/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
6/23/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
6/23/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
6/23/2023,Return,4106,Return-  MILK TEA,-150,1,-150,BEVERAGE
6/24/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,3,-150,BEVERAGE
7/1/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
7/4/2023,Return,4107,Return-  HOT COFFEE,-75,2,-150,BEVERAGE
7/10/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
7/12/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
7/21/2023,Return,4108,Return-  HOT MILK COFFEE,-150,1,-150,BEVERAGE
7/23/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
7/23/2023,Return,4106,Return-  MILK TEA,-150,1,-150,BEVERAGE
7/25/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
7/27/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
7/27/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
7/30/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
7/30/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
8/4/2023,Return,4106,Return-  MILK TEA,-150,1,-150,BEVERAGE
8/4/2023,Return,4106,Return-  MILK TEA,-150,1,-150,BEVERAGE
8/12/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
8/13/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
8/16/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
8/21/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
8/24/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,1,-150,DESSERT
8/24/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,1,-150,DESSERT
8/24/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,1,-150,DESSERT
8/25/2023,Return,4108,Return-  HOT MILK COFFEE,-150,1,-150,BEVERAGE
8/30/2023,Return,2110,Return- CHICKEN SOUP,-150,1,-150,SOUP
8/30/2023,Return,5105,Return- LEMON MOJITO,-150,1,-150,BEVERAGE
8/31/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,1,-150,DESSERT
8/31/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
9/14/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
9/16/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
9/17/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
9/27/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
9/29/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,1,-150,DESSERT
10/1/2023,Return,4108,Return-  HOT MILK COFFEE,-150,1,-150,BEVERAGE
10/1/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
10/5/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
10/12/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,1,-150,DESSERT
10/14/2023,Return,4108,Return-  HOT MILK COFFEE,-150,1,-150,BEVERAGE
10/16/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
10/17/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
10/19/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
10/21/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
10/25/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
11/2/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
11/2/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
11/6/2023,Return,4108,Return-  HOT MILK COFFEE,-150,1,-150,BEVERAGE
11/8/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
11/9/2023,Return,5105,Return-  LEMON MOJITO,-150,1,-150,BEVERAGE
11/11/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
11/14/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
11/24/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
11/25/2023,Return,4108,Return-  HOT MILK COFFEE,-150,1,-150,BEVERAGE
11/26/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,1,-150,DESSERT
11/29/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
11/30/2023,Return,4108,Return-  HOT MILK COFFEE,-150,1,-150,BEVERAGE
12/1/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
12/11/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
12/14/2023,Return,2110,Return-  CHICKEN SOUP,-150,1,-150,SOUP
12/19/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
12/21/2023,Return,4101,Return-  ICED COFFEE,-150,1,-150,BEVERAGE
12/17/2023,Return,4103,Return-  TEA,-60,2,-120,BEVERAGE
12/28/2023,Return,4103,Return-  TEA & 01 Cookie,-60,2,-120,BEVERAGE
2/16/2023,Return,4102,Return- SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
2/21/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
3/8/2023,Return,3330,Return-  delivery (MARS),-100,1,-100,DELIVERY
3/9/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
3/31/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
6/10/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
6/19/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
8/4/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
8/14/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
10/12/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
11/7/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
11/22/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
11/25/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
12/8/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
12/16/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,2,-100,BEVERAGE
5/26/2023,Return,4411,Return-  SCAN WATER BOTTLE 500 ML,-90,1,-90,BEVERAGE
6/2/2023,Return,4411,Return-  SCAN WATER BOTTLE 500 ML,-90,1,-90,BEVERAGE
7/21/2023,Return,4411,Return-  SCAN WATER BOTTLE 500 ML,-90,1,-90,BEVERAGE
9/18/2023,Return,4411,Return-  SCAN WATER BOTTLE 500 ML,-90,1,-90,BEVERAGE
1/30/2023,Return,4103,Return-  TEA,-40,2,-80,BEVERAGE
3/1/2023,Return,3327,Return-  DELIVERY (ART FACULTY),-80,1,-80,DELIVERY
4/27/2023,Return,4103,Return-  TEA,-40,2,-80,BEVERAGE
5/22/2023,Return,3327,Return-  DELIVERY (ART FACULTY),-80,1,-80,DELIVERY
7/6/2023,Return,4103,Return-  TEA,-40,2,-80,BEVERAGE
9/27/2023,Return,4103,Return-  TEA,-80,1,-80,BEVERAGE
10/3/2023,Return,4107,Return-  HOT COFFEE,-80,1,-80,BEVERAGE
10/18/2023,Return,4107,Return-  HOT COFFEE,-80,1,-80,BEVERAGE
11/19/2023,Return,4107,Return-  HOT COFFEE,-80,1,-80,BEVERAGE
2/15/2023,Return,4107,Return-  HOT COFFEE,-75,1,-75,BEVERAGE
4/21/2023,Return,4107,Return-  HOT COFFEE,-75,1,-75,BEVERAGE
8/25/2023,Return,4107,Return-  HOT COFFEE,-75,1,-75,BEVERAGE
11/28/2023,Return,1125,Return-  Ginger Tea,-60,1,-60,BEVERAGE
2/17/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
2/17/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
2/22/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
2/23/2023,Return,2222,Return-  DELIVERY (MEDICAL FACULTY),-50,1,-50,DELIVERY
3/20/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
3/28/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
4/2/2023,Return,3322,Return-  DELIVERY (AGRI FACULTY),-50,1,-50,DELIVERY
4/6/2023,Return,3335,Return-  DELIVERY (VET FACULTY),-50,1,-50,DELIVERY
4/19/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
4/27/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
5/4/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
5/10/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
5/20/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
5/25/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
6/10/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
6/16/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
6/18/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
6/19/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
6/26/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
6/29/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
7/6/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
7/7/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
7/9/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
7/9/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
7/17/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
7/19/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
7/21/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
7/21/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
7/31/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
8/4/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
8/5/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
8/18/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
8/23/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
8/29/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
8/30/2023,Return,4102,Return- SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
9/16/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
9/19/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
9/19/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
9/20/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
9/20/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
9/20/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
9/20/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
9/21/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
10/6/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
10/21/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
10/26/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
11/13/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
11/25/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
12/22/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
12/28/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
12/28/2023,Return,4102,Return-  SUNQUICK ORANGE JUICE,-50,1,-50,BEVERAGE
3/28/2023,Return,4103,Return-  TEA,-40,1,-40,BEVERAGE
4/21/2023,Return,4103,Return-  TEA,-40,1,-40,BEVERAGE
4/30/2023,Return,4103,Return-  TEA,-40,1,-40,BEVERAGE
6/15/2023,Return,4103,Return-  TEA,-40,1,-40,BEVERAGE
7/10/2023,Return,4103,Return-  TEA,-40,1,-40,BEVERAGE
7/19/2023,Return,4103,Return-  TEA,-40,1,-40,BEVERAGE
7/26/2023,Return,4103,Return-  TEA,-40,1,-40,BEVERAGE
7/31/2023,Return,4103,Return-  TEA,-40,1,-40,BEVERAGE
8/4/2023,Return,4103,Return-  TEA,-40,1,-40,BEVERAGE
9/17/2023,Sold,5349,sunquick,0,1,0,Staff
9/18/2023,Sold,2110,CHICKEN SOUP,150,0,0,SOUP
9/19/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
9/19/2023,Sold,5352,Staff - Vegetable Rice,0,1,0,Staff
9/20/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
9/20/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
9/20/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
9/21/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
9/21/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
9/24/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
9/26/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
9/26/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
9/26/2023,Sold,5360,Staff - Vegetable Rice with Bullseye,0,1,0,Staff
9/26/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
9/27/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
9/27/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
9/28/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
9/28/2023,Sold,5360,Staff - Vegetable Rice with Bullseye,0,1,0,Staff
9/29/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
9/29/2023,Sold,5360,Staff - Vegetable Rice with Bullseye,0,2,0,Staff
9/30/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
9/30/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
9/30/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
10/1/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
10/1/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
10/1/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
10/1/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
10/2/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
10/2/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
10/2/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
10/3/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
10/3/2023,Sold,5357,Staff - White Rice with Bullseye,0,2,0,Staff
10/4/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
10/4/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
10/4/2023,Sold,5357,Staff - White Rice with Bullseye,0,3,0,Staff
10/5/2023,Sold,5349,Staff - Chicken Budget Rice,0,4,0,Staff
10/5/2023,Sold,5349,Staff - Chicken Budget Rice,0,5,0,Staff
10/5/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
10/5/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
10/6/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
10/6/2023,Sold,5349,Staff - Chicken Budget Rice,0,5,0,Staff
10/7/2023,Sold,5349,Staff - Chicken Budget Rice,0,4,0,Staff
10/8/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
10/8/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
10/8/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
10/8/2023,Sold,5360,Staff - Vegetable Rice with Bullseye,0,1,0,Staff
10/9/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
10/9/2023,Sold,11114,staff- rice n curry,0,2,0,Staff
10/9/2023,Sold,11114,staff- rice n curry,0,3,0,Staff
10/9/2023,Sold,11114,staff- rice n curry,0,3,0,Staff
10/9/2023,Sold,11114,staff- rice n curry,0,2,0,Staff
10/10/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
10/10/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
10/10/2023,Sold,11114,staff- rice n curry,0,1,0,Staff
10/10/2023,Sold,11114,staff- rice n curry,0,3,0,Staff
10/11/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
10/11/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
10/11/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
10/11/2023,Sold,11114,staff- rice n curry,0,4,0,Staff
10/11/2023,Sold,11114,staff- rice n curry,0,1,0,Staff
10/12/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
10/12/2023,Sold,5349,Staff - Chicken Budget Rice,0,4,0,Staff
10/12/2023,Sold,11114,staff- rice n curry,0,4,0,Staff
10/13/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
10/13/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
10/13/2023,Sold,5349,Staff - Chicken Budget Rice,0,4,0,Staff
